LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Montgomery,08,19,013-020,REPUBLICAN,125,48,70,11,550
Montgomery,08,19,013-020,UNAFFILIATED,74,27,45,5,466
Montgomery,08,19,013-020,WORKING CLASS PARTY,0,0,0,0,0
Montgomery,08,20,013-021,DEMOCRATIC,660,214,506,57,2836
Montgomery,08,20,013-021,GREEN,4,0,2,0,16
Montgomery,08,20,013-021,LIBERTARIAN,1,0,2,0,9
Montgomery,08,20,013-021,OTHER PARTIES,4,0,5,0,48
Montgomery,08,20,013-021,REPUBLICAN,23,3,17,8,139
Montgomery,08,20,013-021,UNAFFILIATED,86,22,62,11,593
Montgomery,08,20,013-021,WORKING CLASS PARTY,0,0,0,0,2
Montgomery,08,20,013-022,DEMOCRATIC,427,157,330,53,2222
Montgomery,08,20,013-022,GREEN,5,0,1,0,16
Montgomery,08,20,013-022,LIBERTARIAN,0,0,0,1,10
Montgomery,08,20,013-022,OTHER PARTIES,3,0,1,0,35
Montgomery,08,20,013-022,REPUBLICAN,28,9,13,1,155
Montgomery,08,20,013-022,UNAFFILIATED,87,20,41,8,583
Montgomery,08,20,013-022,WORKING CLASS PARTY,1,0,1,0,5
Montgomery,08,20,013-023,DEMOCRATIC,608,161,451,47,1749
Montgomery,08,20,013-023,GREEN,1,0,2,0,5
Montgomery,08,20,013-023,LIBERTARIAN,2,0,0,0,7
Montgomery,08,20,013-023,OTHER PARTIES,4,3,0,0,16
Montgomery,08,20,013-023,REPUBLICAN,170,29,45,5,393
Montgomery,08,20,013-023,UNAFFILIATED,161,16,42,3,495
Montgomery,08,20,013-023,WORKING CLASS PARTY,0,0,0,0,0
Montgomery,08,18,013-024,DEMOCRATIC,483,223,427,33,1635
Montgomery,08,18,013-024,GREEN,0,0,1,0,2
Montgomery,08,18,013-024,LIBERTARIAN,2,0,2,0,7
Montgomery,08,18,013-024,OTHER PARTIES,3,0,2,0,10
Montgomery,08,18,013-024,REPUBLICAN,73,13,26,1,225
Montgomery,08,18,013-024,UNAFFILIATED,112,22,68,4,388
Montgomery,08,18,013-024,WORKING CLASS PARTY,0,0,1,0,3
Montgomery,08,18,013-025,DEMOCRATIC,446,86,255,32,2275
Montgomery,08,18,013-025,GREEN,1,2,0,0,9
Montgomery,08,18,013-025,LIBERTARIAN,2,0,1,0,11
Montgomery,08,18,013-025,OTHER PARTIES,4,0,2,0,30
Montgomery,08,18,013-025,REPUBLICAN,82,22,39,3,366
Montgomery,08,18,013-025,UNAFFILIATED,114,18,52,8,811
Montgomery,08,18,013-025,WORKING CLASS PARTY,0,0,0,0,3
Montgomery,08,18,013-027,DEMOCRATIC,545,186,413,45,1999
Montgomery,08,18,013-027,GREEN,3,0,3,0,7
Montgomery,08,18,013-027,LIBERTARIAN,1,1,1,0,16
Montgomery,08,18,013-027,OTHER PARTIES,8,2,4,0,30
Montgomery,08,18,013-027,REPUBLICAN,108,32,37,7,352
Montgomery,08,18,013-027,UNAFFILIATED,166,34,90,14,704
Montgomery,08,18,013-027,WORKING CLASS PARTY,0,0,0,0,1
Montgomery,08,18,013-028,DEMOCRATIC,589,182,352,55,3212
Montgomery,08,18,013-028,GREEN,1,1,0,0,13
Montgomery,08,18,013-028,LIBERTARIAN,2,0,1,1,16
Montgomery,08,18,013-028,OTHER PARTIES,4,2,0,2,51
Montgomery,08,18,013-028,REPUBLICAN,134,31,32,16,514
Montgomery,08,18,013-028,UNAFFILIATED,143,39,57,20,1042
Montgomery,08,18,013-028,WORKING CLASS PARTY,0,0,0,0,4
Montgomery,08,18,013-029,DEMOCRATIC,467,197,297,30,2061
Montgomery,08,18,013-029,GREEN,2,1,0,0,4
Montgomery,08,18,013-029,LIBERTARIAN,1,0,0,0,8
Montgomery,08,18,013-029,OTHER PARTIES,2,0,2,1,22
Montgomery,08,18,013-029,REPUBLICAN,82,21,29,4,325
Montgomery,08,18,013-029,UNAFFILIATED,107,49,45,9,649
Montgomery,08,18,013-029,WORKING CLASS PARTY,1,0,0,0,6
Montgomery,08,18,013-031,DEMOCRATIC,402,100,259,32,1236
Montgomery,08,18,013-031,GREEN,0,0,0,0,2
Montgomery,08,18,013-031,LIBERTARIAN,0,0,1,0,7
Montgomery,08,18,013-031,OTHER PARTIES,2,1,0,0,11
Montgomery,08,18,013-031,REPUBLICAN,52,6,21,1,164
Montgomery,08,18,013-031,UNAFFILIATED,107,15,46,8,361
Montgomery,08,18,013-031,WORKING CLASS PARTY,0,0,0,0,1
Montgomery,08,18,013-032,DEMOCRATIC,542,212,426,69,2534
Montgomery,08,18,013-032,GREEN,1,0,1,0,6
Montgomery,08,18,013-032,LIBERTARIAN,1,0,1,0,15
Montgomery,08,18,013-032,OTHER PARTIES,4,2,3,1,42
Montgomery,08,18,013-032,REPUBLICAN,58,11,26,4,274
Montgomery,08,18,013-032,UNAFFILIATED,121,44,75,19,783
Montgomery,08,18,013-032,WORKING CLASS PARTY,1,0,0,0,4
Montgomery,08,19,013-033,DEMOCRATIC,331,140,271,24,1279
Montgomery,08,19,013-033,GREEN,1,0,1,1,4
Montgomery,08,19,013-033,LIBERTARIAN,2,1,0,0,5
Montgomery,08,19,013-033,OTHER PARTIES,1,1,0,0,9
Montgomery,08,19,013-033,REPUBLICAN,84,21,30,6,326
Montgomery,08,19,013-033,UNAFFILIATED,93,25,47,5,450
Montgomery,08,19,013-033,WORKING CLASS PARTY,1,0,0,0,2
Montgomery,08,18,013-034,DEMOCRATIC,549,139,418,44,1686
Montgomery,08,18,013-034,GREEN,2,1,2,0,6
Montgomery,08,18,013-034,LIBERTARIAN,2,0,1,0,6
Montgomery,08,18,013-034,OTHER PARTIES,4,0,1,0,15
Montgomery,08,18,013-034,REPUBLICAN,154,17,24,2,336
Montgomery,08,18,013-034,UNAFFILIATED,140,20,54,12,493
Montgomery,08,18,013-034,WORKING CLASS PARTY,1,0,0,0,1
Montgomery,08,19,013-035,DEMOCRATIC,359,90,196,21,1736
Montgomery,08,19,013-035,GREEN,0,0,0,0,9
Montgomery,08,19,013-035,LIBERTARIAN,0,0,0,0,8
Montgomery,08,19,013-035,OTHER PARTIES,5,0,1,1,23
Montgomery,08,19,013-035,REPUBLICAN,83,19,15,6,345
Montgomery,08,19,013-035,UNAFFILIATED,76,18,29,4,587
Montgomery,08,19,013-035,WORKING CLASS PARTY,0,0,0,0,0
Montgomery,08,18,013-036,DEMOCRATIC,357,67,203,23,1611
Montgomery,08,18,013-036,GREEN,1,0,0,0,6
Montgomery,08,18,013-036,LIBERTARIAN,3,0,0,0,8
Montgomery,08,18,013-036,OTHER PARTIES,2,0,1,0,25
Montgomery,08,18,013-036,REPUBLICAN,81,9,24,4,332
Montgomery,08,18,013-036,UNAFFILIATED,95,10,34,7,597
Montgomery,08,18,013-036,WORKING CLASS PARTY,0,0,0,0,1
Montgomery,08,19,013-037,DEMOCRATIC,218,61,182,15,1184
Montgomery,08,19,013-037,GREEN,1,0,1,0,4
Montgomery,08,19,013-037,LIBERTARIAN,3,0,1,1,9
Montgomery,08,19,013-037,OTHER PARTIES,1,0,0,0,16
Montgomery,08,19,013-037,REPUBLICAN,96,11,38,6,313
Montgomery,08,19,013-037,UNAFFILIATED,76,12,39,6,432
Montgomery,08,19,013-037,WORKING CLASS PARTY,0,0,0,0,3
Montgomery,08,18,013-038,DEMOCRATIC,821,223,801,52,2625
Montgomery,08,18,013-038,GREEN,0,0,0,0,3
Montgomery,08,18,013-038,LIBERTARIAN,3,0,4,0,17
Montgomery,08,18,013-038,OTHER PARTIES,4,2,6,0,29
Montgomery,08,18,013-038,REPUBLICAN,335,46,120,8,951
Montgomery,08,18,013-038,UNAFFILIATED,247,44,148,13,948
Montgomery,08,18,013-038,WORKING CLASS PARTY,1,0,0,0,4
Montgomery,08,18,013-039,DEMOCRATIC,538,186,454,41,1671
Montgomery,08,18,013-039,GREEN,0,0,0,0,2
Montgomery,08,18,013-039,LIBERTARIAN,0,0,0,0,3
Montgomery,08,18,013-039,OTHER PARTIES,1,1,0,1,12
Montgomery,08,18,013-039,REPUBLICAN,63,7,13,6,157
Montgomery,08,18,013-039,UNAFFILIATED,109,26,62,9,408
Montgomery,08,18,013-039,WORKING CLASS PARTY,0,1,2,0,3
Montgomery,08,18,013-040,DEMOCRATIC,379,94,296,34,1221
Montgomery,08,18,013-040,GREEN,2,1,0,0,5
Montgomery,08,18,013-040,LIBERTARIAN,0,0,1,0,5
Montgomery,08,18,013-040,OTHER PARTIES,7,2,3,0,23
Montgomery,08,18,013-040,REPUBLICAN,83,15,23,7,224
Montgomery,08,18,013-040,UNAFFILIATED,105,27,40,5,412
Montgomery,08,18,013-040,WORKING CLASS PARTY,0,0,1,0,3
Montgomery,08,20,013-042,DEMOCRATIC,333,94,195,13,989
Montgomery,08,20,013-042,GREEN,0,0,0,0,2
Montgomery,08,20,013-042,LIBERTARIAN,1,0,0,0,4
Montgomery,08,20,013-042,OTHER PARTIES,1,0,1,0,11
Montgomery,08,20,013-042,REPUBLICAN,48,5,12,2,145
Montgomery,08,20,013-042,UNAFFILIATED,67,12,24,3,294
Montgomery,08,20,013-042,WORKING CLASS PARTY,0,0,0,0,0
Montgomery,08,19,013-043,DEMOCRATIC,274,82,180,17,1399
Montgomery,08,19,013-043,GREEN,1,0,0,0,3
Montgomery,08,19,013-043,LIBERTARIAN,0,1,2,1,9
Montgomery,08,19,013-043,OTHER PARTIES,2,0,0,0,21
Montgomery,08,19,013-043,REPUBLICAN,91,15,28,2,327
Montgomery,08,19,013-043,UNAFFILIATED,78,19,45,6,536
Montgomery,08,19,013-043,WORKING CLASS PARTY,0,0,0,1,1
Montgomery,08,18,013-044,DEMOCRATIC,424,252,398,59,2156
Montgomery,08,18,013-044,GREEN,2,0,1,0,9
Montgomery,08,18,013-044,LIBERTARIAN,1,1,0,0,9
Montgomery,08,18,013-044,OTHER PARTIES,5,2,1,0,34
Montgomery,08,18,013-044,REPUBLICAN,53,34,37,12,363
Montgomery,08,18,013-044,UNAFFILIATED,116,53,75,20,747
Montgomery,08,18,013-044,WORKING CLASS PARTY,0,0,0,0,2
Montgomery,08,19,013-045,DEMOCRATIC,239,89,202,12,1145
Montgomery,08,19,013-045,GREEN,0,0,0,0,1
Montgomery,08,19,013-045,LIBERTARIAN,1,0,0,1,4
Montgomery,08,19,013-045,OTHER PARTIES,0,0,1,0,14
Montgomery,08,19,013-045,REPUBLICAN,72,28,20,3,269
Montgomery,08,19,013-045,UNAFFILIATED,91,26,33,3,490
Montgomery,08,19,013-045,WORKING CLASS PARTY,0,0,0,0,2
Montgomery,08,19,013-046,DEMOCRATIC,245,171,259,21,1185
Montgomery,08,19,013-046,GREEN,0,1,0,1,2
Montgomery,08,19,013-046,LIBERTARIAN,1,1,0,0,6
Montgomery,08,19,013-046,OTHER PARTIES,3,4,3,0,21
Montgomery,08,19,013-046,REPUBLICAN,142,46,58,5,498
Montgomery,08,19,013-046,UNAFFILIATED,110,45,59,5,527
Montgomery,08,19,013-046,WORKING CLASS PARTY,0,0,1,0,2
Montgomery,08,20,013-047,DEMOCRATIC,675,326,687,120,2926
Montgomery,08,20,013-047,GREEN,3,0,1,0,11
Montgomery,08,20,013-047,LIBERTARIAN,2,1,1,1,14
Montgomery,08,20,013-047,OTHER PARTIES,5,1,0,1,28
Montgomery,08,20,013-047,REPUBLICAN,26,7,18,4,137
Montgomery,08,20,013-047,UNAFFILIATED,139,38,96,28,764
Montgomery,08,20,013-047,WORKING CLASS PARTY,0,0,0,0,3
Montgomery,08,19,013-049,DEMOCRATIC,200,122,183,23,1184
Montgomery,08,19,013-049,GREEN,1,0,0,0,2
Montgomery,08,19,013-049,LIBERTARIAN,0,0,1,0,4
Montgomery,08,19,013-049,OTHER PARTIES,4,0,1,0,17
Montgomery,08,19,013-049,REPUBLICAN,32,15,23,1,176
Montgomery,08,19,013-049,UNAFFILIATED,54,15,20,7,334
Montgomery,08,19,013-049,WORKING CLASS PARTY,0,0,0,0,1
Montgomery,08,20,013-050,DEMOCRATIC,391,332,514,31,1712
Montgomery,08,20,013-050,GREEN,1,0,0,0,3
Montgomery,08,20,013-050,LIBERTARIAN,0,0,1,0,6
Montgomery,08,20,013-050,OTHER PARTIES,0,1,2,1,11
Montgomery,08,20,013-050,REPUBLICAN,28,14,15,1,105
Montgomery,08,20,013-050,UNAFFILIATED,62,30,36,4,282
Montgomery,08,20,013-050,WORKING CLASS PARTY,0,0,0,0,0
Montgomery,08,19,013-051,DEMOCRATIC,433,218,433,37,1794
Montgomery,08,19,013-051,GREEN,1,1,1,0,9
Montgomery,08,19,013-051,LIBERTARIAN,0,0,1,0,6
Montgomery,08,19,013-051,OTHER PARTIES,3,3,3,1,19
Montgomery,08,19,013-051,REPUBLICAN,157,58,58,9,471
Montgomery,08,19,013-051,UNAFFILIATED,147,53,86,7,679
Montgomery,08,19,013-051,WORKING CLASS PARTY,0,0,0,0,2
Montgomery,08,19,013-052,DEMOCRATIC,325,179,331,47,1296
Montgomery,08,19,013-052,GREEN,0,0,0,0,4
Montgomery,08,19,013-052,LIBERTARIAN,3,0,0,0,6
Montgomery,08,19,013-052,OTHER PARTIES,1,0,3,0,11
Montgomery,08,19,013-052,REPUBLICAN,117,42,29,7,362
Montgomery,08,19,013-052,UNAFFILIATED,102,38,60,7,512
Montgomery,08,19,013-052,WORKING CLASS PARTY,0,0,1,0,1
Montgomery,08,18,013-053,DEMOCRATIC,312,140,253,19,1153
Montgomery,08,18,013-053,GREEN,1,0,1,0,5
Montgomery,08,18,013-053,LIBERTARIAN,2,0,1,0,5
Montgomery,08,18,013-053,OTHER PARTIES,2,1,0,0,10
Montgomery,08,18,013-053,REPUBLICAN,77,10,17,2,216
Montgomery,08,18,013-053,UNAFFILIATED,80,22,33,7,357
Montgomery,08,18,013-053,WORKING CLASS PARTY,0,0,0,1,2
Montgomery,08,19,013-054,DEMOCRATIC,336,129,717,43,1645
Montgomery,08,19,013-054,GREEN,0,0,0,0,3
Montgomery,08,19,013-054,LIBERTARIAN,1,0,2,0,3
Montgomery,08,19,013-054,OTHER PARTIES,4,1,4,2,31
Montgomery,08,19,013-054,REPUBLICAN,127,29,105,5,465
Montgomery,08,19,013-054,UNAFFILIATED,64,23,93,10,408
Montgomery,08,19,013-054,WORKING CLASS PARTY,1,0,0,0,3
Montgomery,08,19,013-055,DEMOCRATIC,241,71,119,18,1235
Montgomery,08,19,013-055,GREEN,0,0,0,0,2
Montgomery,08,19,013-055,LIBERTARIAN,1,0,0,1,3
Montgomery,08,19,013-055,OTHER PARTIES,2,0,1,0,28
Montgomery,08,19,013-055,REPUBLICAN,25,3,11,2,113
Montgomery,08,19,013-055,UNAFFILIATED,38,9,14,7,345
Montgomery,08,19,013-055,WORKING CLASS PARTY,0,0,0,0,5
Montgomery,08,19,013-056,DEMOCRATIC,394,266,387,52,2241
Montgomery,08,19,013-056,GREEN,0,0,1,0,5
Montgomery,08,19,013-056,LIBERTARIAN,1,1,0,0,11
Montgomery,08,19,013-056,OTHER PARTIES,3,1,3,0,28
Montgomery,08,19,013-056,REPUBLICAN,94,34,47,4,408
Montgomery,08,19,013-056,UNAFFILIATED,118,52,66,13,790
Montgomery,08,19,013-056,WORKING CLASS PARTY,0,0,0,0,1
Montgomery,08,19,013-057,DEMOCRATIC,144,29,89,26,666
Montgomery,08,19,013-057,GREEN,1,0,0,0,1
Montgomery,08,19,013-057,LIBERTARIAN,1,0,0,0,3
Montgomery,08,19,013-057,OTHER PARTIES,1,0,2,0,16
Montgomery,08,19,013-057,REPUBLICAN,29,10,11,4,109
Montgomery,08,19,013-057,UNAFFILIATED,32,5,11,4,192
Montgomery,08,19,013-057,WORKING CLASS PARTY,0,0,1,0,3
Montgomery,08,18,013-058,DEMOCRATIC,627,297,654,62,2546
Montgomery,08,18,013-058,GREEN,1,0,0,0,3
Montgomery,08,18,013-058,LIBERTARIAN,4,0,2,0,10
Montgomery,08,18,013-058,OTHER PARTIES,5,1,1,1,33
Montgomery,08,18,013-058,REPUBLICAN,104,31,38,4,366
Montgomery,08,18,013-058,UNAFFILIATED,193,49,92,8,716
Montgomery,08,18,013-058,WORKING CLASS PARTY,0,0,1,0,3
Montgomery,08,18,013-059,DEMOCRATIC,349,111,287,42,1229
Montgomery,08,18,013-059,GREEN,1,0,0,0,2
Montgomery,08,18,013-059,LIBERTARIAN,1,0,1,0,3
Montgomery,08,18,013-059,OTHER PARTIES,2,1,0,0,14
Montgomery,08,18,013-059,REPUBLICAN,77,16,21,6,194
Montgomery,08,18,013-059,UNAFFILIATED,94,15,39,8,359
Montgomery,08,18,013-059,WORKING CLASS PARTY,0,0,1,0,2
Montgomery,08,19,013-061,DEMOCRATIC,641,393,572,54,3398
Montgomery,08,19,013-061,GREEN,0,1,1,0,7
Montgomery,08,19,013-061,LIBERTARIAN,1,0,1,0,24
Montgomery,08,19,013-061,OTHER PARTIES,12,2,3,0,38
Montgomery,08,19,013-061,REPUBLICAN,199,54,49,10,679
Montgomery,08,19,013-061,UNAFFILIATED,189,69,105,18,1199
Montgomery,08,19,013-061,WORKING CLASS PARTY,0,1,0,0,4
Montgomery,08,19,013-063,DEMOCRATIC,153,72,147,13,699
Montgomery,08,19,013-063,GREEN,3,0,0,0,5
Montgomery,08,19,013-063,LIBERTARIAN,1,0,0,0,3
Montgomery,08,19,013-063,OTHER PARTIES,0,0,0,0,11
Montgomery,08,19,013-063,REPUBLICAN,33,9,31,0,143
Montgomery,08,19,013-063,UNAFFILIATED,55,18,26,8,287
Montgomery,08,19,013-063,WORKING CLASS PARTY,1,0,0,0,1
Montgomery,08,19,013-064,DEMOCRATIC,333,115,164,27,1948
Montgomery,08,19,013-064,GREEN,0,0,0,0,6
Montgomery,08,19,013-064,LIBERTARIAN,1,0,0,0,5
Montgomery,08,19,013-064,OTHER PARTIES,6,0,1,1,44
Montgomery,08,19,013-064,REPUBLICAN,39,9,12,2,212
Montgomery,08,19,013-064,UNAFFILIATED,92,12,22,5,605
Montgomery,08,19,013-064,WORKING CLASS PARTY,1,0,0,0,3
Montgomery,08,20,013-065,DEMOCRATIC,196,86,114,47,1079
Montgomery,08,20,013-065,GREEN,1,0,1,0,4
Montgomery,08,20,013-065,LIBERTARIAN,1,0,0,0,8
Montgomery,08,20,013-065,OTHER PARTIES,1,0,0,0,9
Montgomery,08,20,013-065,REPUBLICAN,7,2,8,2,70
Montgomery,08,20,013-065,UNAFFILIATED,25,12,31,7,326
Montgomery,08,20,013-065,WORKING CLASS PARTY,0,0,0,1,1
Montgomery,08,20,013-067,DEMOCRATIC,381,129,353,32,1349
Montgomery,08,20,013-067,GREEN,0,0,3,0,9
Montgomery,08,20,013-067,LIBERTARIAN,0,0,0,0,6
Montgomery,08,20,013-067,OTHER PARTIES,3,3,0,0,14
Montgomery,08,20,013-067,REPUBLICAN,10,4,10,2,50
Montgomery,08,20,013-067,UNAFFILIATED,34,15,31,9,212
Montgomery,08,20,013-067,WORKING CLASS PARTY,0,0,0,0,0
Montgomery,08,20,013-068,DEMOCRATIC,486,136,349,27,1632
Montgomery,08,20,013-068,GREEN,2,0,2,0,6
Montgomery,08,20,013-068,LIBERTARIAN,0,0,1,0,6
Montgomery,08,20,013-068,OTHER PARTIES,3,0,0,0,18
Montgomery,08,20,013-068,REPUBLICAN,29,4,10,1,105
Montgomery,08,20,013-068,UNAFFILIATED,86,19,35,5,385
Montgomery,08,20,013-068,WORKING CLASS PARTY,0,0,0,0,1
Montgomery,08,19,013-069,DEMOCRATIC,260,129,792,45,1543
Montgomery,08,19,013-069,GREEN,0,0,0,0,0
Montgomery,08,19,013-069,LIBERTARIAN,0,0,1,0,3
Montgomery,08,19,013-069,OTHER PARTIES,6,3,4,0,23
Montgomery,08,19,013-069,REPUBLICAN,133,27,128,16,445
Montgomery,08,19,013-069,UNAFFILIATED,70,13,101,10,328
Montgomery,08,19,013-069,WORKING CLASS PARTY,0,0,0,0,0
Montgomery,08,19,013-071,DEMOCRATIC,235,113,714,26,1403
Montgomery,08,19,013-071,GREEN,0,0,0,0,0
Montgomery,08,19,013-071,LIBERTARIAN,0,0,0,0,0
Montgomery,08,19,013-071,OTHER PARTIES,4,0,3,1,14
Montgomery,08,19,013-071,REPUBLICAN,91,13,99,4,346
Montgomery,08,19,013-071,UNAFFILIATED,47,15,87,1,240
Montgomery,08,19,013-071,WORKING CLASS PARTY,0,0,0,0,0
Montgomery,,,Unable to Determine,DEMOCRATIC,0,0,0,82,
Montgomery,,,Unable to Determine,GREEN,0,0,0,0,
Montgomery,,,Unable to Determine,LIBERTARIAN,0,0,0,0,
Montgomery,,,Unable to Determine,OTHER PARTIES,0,0,0,2,
Montgomery,,,Unable to Determine,REPUBLICAN,0,0,0,13,
Montgomery,,,Unable to Determine,UNAFFILIATED,0,0,0,18,
Montgomery,,,Unable to Determine,WORKING CLASS PARTY,0,0,0,0,
Prince George's,04,21,001-001,DEMOCRATIC,495,192,256,46,2511
Prince George's,04,21,001-001,GREEN,1,0,0,0,3
Prince George's,04,21,001-001,LIBERTARIAN,2,0,0,0,12
Prince George's,04,21,001-001,OTHER PARTIES,7,4,1,0,81
Prince George's,04,21,001-001,REPUBLICAN,88,35,40,5,467
Prince George's,04,21,001-001,UNAFFILIATED,90,19,51,14,783
Prince George's,04,21,001-001,WORKING CLASS PARTY,0,0,1,0,4
Prince George's,04,21,001-002,DEMOCRATIC,163,69,106,25,882
Prince George's,04,21,001-002,GREEN,0,0,0,0,4
Prince George's,04,21,001-002,LIBERTARIAN,2,1,1,0,12
Prince George's,04,21,001-002,OTHER PARTIES,2,1,0,1,29
Prince George's,04,21,001-002,REPUBLICAN,49,6,30,4,198
Prince George's,04,21,001-002,UNAFFILIATED,49,14,26,9,335
Prince George's,04,21,001-002,WORKING CLASS PARTY,1,0,0,0,3
Prince George's,04,21,001-003,DEMOCRATIC,398,150,200,46,2213
Prince George's,04,21,001-003,GREEN,1,0,0,0,8
Prince George's,04,21,001-003,LIBERTARIAN,0,0,1,0,4
Prince George's,04,21,001-003,OTHER PARTIES,8,7,1,1,77
Prince George's,04,21,001-003,REPUBLICAN,48,15,10,7,193
Prince George's,04,21,001-003,UNAFFILIATED,64,10,42,9,533
Prince George's,04,21,001-003,WORKING CLASS PARTY,0,0,2,0,5
Prince George's,04,21,001-004,DEMOCRATIC,330,88,162,31,1530
Prince George's,04,21,001-004,GREEN,0,0,0,0,6
Prince George's,04,21,001-004,LIBERTARIAN,2,1,0,0,11
Prince George's,04,21,001-004,OTHER PARTIES,6,1,1,0,55
Prince George's,04,21,001-004,REPUBLICAN,102,26,31,4,396
Prince George's,04,21,001-004,UNAFFILIATED,73,13,33,5,528
Prince George's,04,21,001-004,WORKING CLASS PARTY,0,0,1,0,2
Prince George's,04,21,001-005,DEMOCRATIC,331,109,201,18,1514
Prince George's,04,21,001-005,GREEN,1,0,0,0,6
Prince George's,04,21,001-005,LIBERTARIAN,1,0,0,0,11
Prince George's,04,21,001-005,OTHER PARTIES,4,0,1,0,59
Prince George's,04,21,001-005,REPUBLICAN,110,16,40,4,391
Prince George's,04,21,001-005,UNAFFILIATED,83,23,52,5,527
Prince George's,04,21,001-005,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,21,001-006,DEMOCRATIC,261,128,140,13,1180
Prince George's,04,21,001-006,GREEN,0,0,1,0,2
Prince George's,04,21,001-006,LIBERTARIAN,1,0,0,0,4
Prince George's,04,21,001-006,OTHER PARTIES,7,3,0,0,37
Prince George's,04,21,001-006,REPUBLICAN,35,5,8,2,117
Prince George's,04,21,001-006,UNAFFILIATED,61,3,29,4,289
Prince George's,04,21,001-006,WORKING CLASS PARTY,2,0,1,0,3
Prince George's,04,21,001-007,DEMOCRATIC,297,25,405,33,1120
Prince George's,04,21,001-007,GREEN,2,0,0,0,2
Prince George's,04,21,001-007,LIBERTARIAN,0,0,0,0,1
Prince George's,04,21,001-007,OTHER PARTIES,6,0,2,0,27
Prince George's,04,21,001-007,REPUBLICAN,74,3,59,2,265
Prince George's,04,21,001-007,UNAFFILIATED,39,0,40,3,152
Prince George's,04,21,001-007,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,21,001-008,DEMOCRATIC,70,30,52,17,432
Prince George's,04,21,001-008,GREEN,0,0,1,0,2
Prince George's,04,21,001-008,LIBERTARIAN,1,0,0,0,6
Prince George's,04,21,001-008,OTHER PARTIES,0,0,0,1,17
Prince George's,04,21,001-008,REPUBLICAN,11,1,2,0,67
Prince George's,04,21,001-008,UNAFFILIATED,16,5,11,5,156
Prince George's,04,21,001-008,WORKING CLASS PARTY,0,0,0,0,0
Prince George's,04,47A,002-001,DEMOCRATIC,183,51,116,19,1271
Prince George's,04,47A,002-001,GREEN,1,0,0,0,5
Prince George's,04,47A,002-001,LIBERTARIAN,0,0,0,0,3
Prince George's,04,47A,002-001,OTHER PARTIES,2,1,0,0,37
Prince George's,04,47A,002-001,REPUBLICAN,11,1,4,1,84
Prince George's,04,47A,002-001,UNAFFILIATED,21,5,14,6,232
Prince George's,04,47A,002-001,WORKING CLASS PARTY,0,0,0,0,2
Prince George's,04,47A,002-002,DEMOCRATIC,242,50,85,15,1036
Prince George's,04,47A,002-002,GREEN,2,0,1,1,7
Prince George's,04,47A,002-002,LIBERTARIAN,0,0,0,0,3
Prince George's,04,47A,002-002,OTHER PARTIES,6,0,1,0,37
Prince George's,04,47A,002-002,REPUBLICAN,17,3,6,1,89
Prince George's,04,47A,002-002,UNAFFILIATED,42,3,10,4,246
Prince George's,04,47A,002-002,WORKING CLASS PARTY,1,0,0,0,1
Prince George's,04,47A,002-003,DEMOCRATIC,473,158,319,25,1828
Prince George's,04,47A,002-003,GREEN,1,0,1,0,3
Prince George's,04,47A,002-003,LIBERTARIAN,1,0,0,1,3
Prince George's,04,47A,002-003,OTHER PARTIES,8,2,2,0,52
Prince George's,04,47A,002-003,REPUBLICAN,63,11,13,3,182
Prince George's,04,47A,002-003,UNAFFILIATED,68,10,37,4,345
Prince George's,04,47A,002-003,WORKING CLASS PARTY,0,0,0,0,2
Prince George's,04,47A,002-004,DEMOCRATIC,246,49,71,11,1163
Prince George's,04,47A,002-004,GREEN,0,0,0,0,0
Prince George's,04,47A,002-004,LIBERTARIAN,1,2,1,0,8
Prince George's,04,47A,002-004,OTHER PARTIES,5,0,0,0,40
Prince George's,04,47A,002-004,REPUBLICAN,25,6,6,5,108
Prince George's,04,47A,002-004,UNAFFILIATED,37,6,9,5,257
Prince George's,04,47A,002-004,WORKING CLASS PARTY,0,0,0,0,1
Prince George's,04,47A,002-005,DEMOCRATIC,183,40,83,6,1150
Prince George's,04,47A,002-005,GREEN,0,0,0,0,6
Prince George's,04,47A,002-005,LIBERTARIAN,0,0,0,0,5
Prince George's,04,47A,002-005,OTHER PARTIES,0,0,0,0,45
Prince George's,04,47A,002-005,REPUBLICAN,22,7,16,2,132
Prince George's,04,47A,002-005,UNAFFILIATED,15,5,12,3,253
Prince George's,04,47A,002-005,WORKING CLASS PARTY,0,0,1,0,2
Prince George's,04,22,002-006,DEMOCRATIC,394,97,206,26,2254
Prince George's,04,22,002-006,GREEN,0,0,2,0,6
Prince George's,04,22,002-006,LIBERTARIAN,0,0,0,0,5
Prince George's,04,22,002-006,OTHER PARTIES,3,0,0,0,54
Prince George's,04,22,002-006,REPUBLICAN,32,5,14,1,155
Prince George's,04,22,002-006,UNAFFILIATED,53,5,20,1,461
Prince George's,04,22,002-006,WORKING CLASS PARTY,0,0,0,0,3
Prince George's,04,47A,002-007,DEMOCRATIC,408,120,297,21,1403
